Survey year,Unitid,Institution name,Institution Size,Domestic violence,Dating violence,Stalking
2002,110592,California State University-Los Angeles,24488,3,1,1
2003,110592,California State University-Los Angeles,24488,3,1,1
2004,110592,California State University-Los Angeles,24488,3,1,1
2005,110592,California State University-Los Angeles,24488,3,1,1
2006,110592,California State University-Los Angeles,24488,3,1,1
2007,110592,California State University-Los Angeles,24488,3,1,1
2008,110592,California State University-Los Angeles,24488,3,1,1
2009,110592,California State University-Los Angeles,24488,3,1,1
2010,110592,California State University-Los Angeles,24488,3,1,1
2011,110592,California State University-Los Angeles,24488,3,1,1
2012,110592,California State University-Los Angeles,24488,3,1,1
2013,110592,California State University-Los Angeles,24488,3,1,1
2014,110592,California State University-Los Angeles,24488,3,1,1
2001,110608,California State University-Northridge,40131,2,5,14
2002,110608,California State University-Northridge,40131,2,5,14
2003,110608,California State University-Northridge,40131,2,5,14
2004,110608,California State University-Northridge,40131,2,5,14
2005,110608,California State University-Northridge,40131,2,5,14
2006,110608,California State University-Northridge,40131,2,5,14
2007,110608,California State University-Northridge,40131,2,5,14
2008,110608,California State University-Northridge,40131,2,5,14
2009,110608,California State University-Northridge,40131,2,5,14
2010,110608,California State University-Northridge,40131,2,5,14
2011,110608,California State University-Northridge,40131,2,5,14
2012,110608,California State University-Northridge,40131,2,5,14
2013,110608,California State University-Northridge,40131,2,5,14
2014,110608,California State University-Northridge,40131,2,5,14
2001,110617,California State University-Sacramento,29349,1,2,4
2002,110617,California State University-Sacramento,29349,1,2,4
2003,110617,California State University-Sacramento,29349,1,2,4
2004,110617,California State University-Sacramento,29349,1,2,4
2005,110617,California State University-Sacramento,29349,1,2,4
2006,110617,California State University-Sacramento,29349,1,2,4
2007,110617,California State University-Sacramento,29349,1,2,4
2008,110617,California State University-Sacramento,29349,1,2,4
2009,110617,California State University-Sacramento,29349,1,2,4
2010,110617,California State University-Sacramento,29349,1,2,4
2011,110617,California State University-Sacramento,29349,1,2,4
2012,110617,California State University-Sacramento,29349,1,2,4
2013,110617,California State University-Sacramento,29349,1,2,4
2014,110617,California State University-Sacramento,29349,1,2,4
2001,110635,University of California-Berkeley,37565,1,6,22
2002,110635,University of California-Berkeley,37565,1,6,22
2003,110635,University of California-Berkeley,37565,1,6,22
2004,110635,University of California-Berkeley,37565,1,6,22
2005,110635,University of California-Berkeley,37565,1,6,22
2006,110635,University of California-Berkeley,37565,1,6,22
2007,110635,University of California-Berkeley,37565,1,6,22
2008,110635,University of California-Berkeley,37565,1,6,22
2009,110635,University of California-Berkeley,37565,1,6,22
2010,110635,University of California-Berkeley,37565,1,6,22
2011,110635,University of California-Berkeley,37565,1,6,22
2012,110635,University of California-Berkeley,37565,1,6,22
2013,110635,University of California-Berkeley,37565,1,6,22
2014,110635,University of California-Berkeley,37565,1,6,22
2001,110644,University of California-Davis,34508,9,6,13
2002,110644,University of California-Davis,34508,9,6,13
2003,110644,University of California-Davis,34508,9,6,13
2004,110644,University of California-Davis,34508,9,6,13
2005,110644,University of California-Davis,34508,9,6,13
2006,110644,University of California-Davis,34508,9,6,13
2007,110644,University of California-Davis,34508,9,6,13
2008,110644,University of California-Davis,34508,9,6,13
2009,110644,University of California-Davis,34508,9,6,13
2010,110644,University of California-Davis,34508,9,6,13
2011,110644,University of California-Davis,34508,9,6,13
2012,110644,University of California-Davis,34508,9,6,13
2013,110644,University of California-Davis,34508,9,6,13
2014,110644,University of California-Davis,34508,9,6,13
2001,110653,University of California-Irvine,30051,10,11,12
2002,110653,University of California-Irvine,30051,10,11,12
2003,110653,University of California-Irvine,30051,10,11,12
2004,110653,University of California-Irvine,30051,10,11,12
2005,110653,University of California-Irvine,30051,10,11,12
